,symbol,date,stop,targets,trades
82,BN,2023-03-31,31.36,"[32.24, 32.68000000000001]","[(1680753600000, 31.8, 1), (1681099200000, 31.36, -1)]"
83,CRWD,2023-02-02,107.76,"[122.39999999999999, 129.71999999999997]","[(1675832400000, 115.08, 1), (1676005200000, 107.76, -1)]"
84,CRWD,2023-02-15,110.46,"[118.12000000000002, 121.95000000000003]","[(1676955600000, 114.29, 1), (1677042000000, 118.12000000000002, -0.5), (1678338000000, 121.52, -0.5)]"
85,CRWD,2023-03-06,124.51,"[132.69, 136.77999999999997]","[(1678251600000, 128.6, 1), (1678338000000, 124.51, -1)]"
86,CRWD,2023-05-30,148.24,"[161.27999999999997, 167.79999999999995]","[(1686024000000, 154.76, 1), (1686283200000, 148.24, -1)]"
87,FCX,2023-03-29,40.23,"[41.96, 42.825]","[(1680494400000, 41.095, 1), (1680580800000, 40.23, -1)]"
88,FCX,2023-03-30,40.23,"[41.96, 42.825]","[(1680494400000, 41.095, 1), (1680580800000, 40.23, -1)]"
89,FCX,2023-04-03,39.565,"[41.254999999999995, 42.099999999999994]","[(1680753600000, 40.41, 1), (1681099200000, 39.565, -1)]"
90,PNC,2023-05-23,117.86,"[120.86, 122.36]","[(1685419200000, 119.36, 1), (1685505600000, 117.86, -1)]"
91,PSX,2023-04-03,97.51,"[108.33, 113.74]","[(1680667200000, 102.92, 1), (1682568000000, 97.51, -1)]"
92,PSX,2023-04-11,104.735,"[107.96400000000001, 109.57850000000002]","[(1681444800000, 106.3495, 1), (1681704000000, 104.735, -1)]"
93,MPC,2023-03-29,132.86,"[136.94, 138.98]","[(1680494400000, 134.9, 1), (1680580800000, 132.86, -1)]"
94,MPC,2023-04-03,128.73,"[135.21, 138.45000000000002]","[(1681185600000, 131.97, 1), (1681358400000, 128.73, -1)]"
95,DELL,2023-03-30,40.225,"[41.355, 41.919999999999995]","[(1681099200000, 40.79, 1), (1681185600000, 41.355, -0.5), (1682049600000, 42.52, -0.5)]"
96,OXY,2023-03-28,61.71,"[63.949999999999996, 65.07]","[(1680235200000, 62.83, 1), (1680494400000, 63.949999999999996, -0.5), (1681704000000, 62.85, -0.5)]"
97,OXY,2023-04-03,62.97,"[65.30799999999999, 66.47699999999999]","[(1681099200000, 64.139, 1), (1681704000000, 62.97, -1)]"
98,PXD,2023-04-03,207.67,"[212.13000000000002, 214.36000000000004]","[(1681099200000, 209.9, 1), (1681185600000, 212.13000000000002, -0.5), (1682049600000, 222.42, -0.5)]"
99,PXD,2023-04-10,217.8,"[225.3164, 229.07459999999998]","[(1681272000000, 221.5582, 1), (1681358400000, 225.3164, -0.5), (1682049600000, 222.42, -0.5)]"
100,MRVL,2023-02-01,44.85,"[48.550000000000004, 50.400000000000006]","[(1675746000000, 46.7, 1), (1675918800000, 44.85, -1)]"
101,MRVL,2023-02-02,44.85,"[48.550000000000004, 50.400000000000006]","[(1675746000000, 46.7, 1), (1675918800000, 44.85, -1)]"
102,APO,2023-03-31,60.625,"[62.635000000000005, 63.64000000000001]","[(1681099200000, 61.63, 1), (1681185600000, 62.635000000000005, -0.5), (1682049600000, 63.28, -0.5)]"
103,APO,2023-04-14,64.26,"[66.48, 67.59]","[(1681790400000, 65.37, 1), (1681963200000, 64.26, -1)]"
104,F,2023-02-02,12.78,"[13.640000000000002, 14.070000000000004]","[(1675746000000, 13.21, 1), (1675832400000, 13.640000000000002, -0.5), (1676005200000, 12.51, -0.5)]"
105,F,2023-03-30,12.29,"[12.670000000000002, 12.860000000000003]","[(1681099200000, 12.48, 1), (1681185600000, 12.670000000000002, -0.5), (1681358400000, 12.22, -0.5)]"
106,F,2023-03-31,12.29,"[12.670000000000002, 12.860000000000003]","[(1681099200000, 12.48, 1), (1681185600000, 12.670000000000002, -0.5), (1681358400000, 12.22, -0.5)]"
107,F,2023-04-11,12.22,"[13.06, 13.48]","[(1681444800000, 12.64, 1), (1681876800000, 12.22, -1)]"
108,COF,2023-02-02,117.38,"[122.74000000000001, 125.42000000000002]","[(1675746000000, 120.06, 1), (1675832400000, 117.38, -1)]"
109,COF,2023-04-11,94.53,"[98.53, 100.53]","[(1681444800000, 96.53, 1), (1681704000000, 94.53, -1)]"
110,COF,2023-05-30,101.64,"[107.86, 110.97]","[(1685592000000, 104.75, 1), (1685678400000, 107.86, -0.5), (1686801600000, 108.56, -0.5)]"
111,COF,2023-06-01,108.99,"[113.59000000000002, 115.89000000000003]","[(1686024000000, 111.29, 1), (1686110400000, 113.59000000000002, -0.5), (1686801600000, 108.56, -0.5)]"
112,COF,2023-06-02,108.99,"[113.59000000000002, 115.89000000000003]","[(1686024000000, 111.29, 1), (1686110400000, 113.59000000000002, -0.5), (1686801600000, 108.56, -0.5)]"
113,COF,2023-06-07,110.6474,"[114.1026, 115.83019999999999]","[(1686542400000, 112.375, 1), (1686628800000, 114.1026, -0.5), (1686801600000, 108.56, -0.5)]"
114,GM,2023-03-30,34.47,"[35.71000000000001, 36.33000000000001]","[(1681099200000, 35.09, 1), (1681185600000, 35.71000000000001, -0.5), (1681272000000, 34.525, -0.5)]"
115,TFC,2023-05-23,29.77,"[31.31, 32.08]","[(1685073600000, 30.54, 1), (1685505600000, 29.77, -1)]"
116,MCHP,2023-06-13,85.27,"[87.48, 88.58500000000001]","[(1686888000000, 86.375, 1), (1687233600000, 85.27, -1)]"
117,MET,2023-04-06,59.22,"[60.61, 61.305]","[(1681444800000, 59.915, 1), (1681704000000, 60.61, -0.5), (1682049600000, 59.715, -0.5)]"
118,SQ,2023-02-02,81.3101,"[86.08789999999999, 88.47679999999998]","[(1675746000000, 83.699, 1), (1675832400000, 81.3101, -1)]"
119,SQ,2023-06-07,63.58,"[67.7188, 69.7882]","[(1686628800000, 65.6494, 1), (1686715200000, 63.58, -1)]"
120,DXCM,2023-03-02,111.86,"[116.17, 118.325]","[(1678338000000, 114.015, 1), (1678424400000, 111.86, -1)]"
121,DXCM,2023-03-21,112.79,"[117.62999999999998, 120.04999999999997]","[(1679889600000, 115.21, 1), (1679976000000, 117.62999999999998, -0.5), (1680062400000, 113.07, -0.5)]"
122,FTNT,2023-02-08,57.1,"[62.278, 64.86699999999999]","[(1676264400000, 59.689, 1), (1676437200000, 62.278, -0.5), (1677128400000, 59.34, -0.5)]"
123,HES,2023-03-29,131.38,"[135.38, 137.38]","[(1680494400000, 133.38, 1), (1680580800000, 135.38, -0.5), (1681876800000, 141.97, -0.5)]"
124,HES,2023-04-03,140.0,"[143.89999999999998, 145.84999999999997]","[(1681099200000, 141.95, 1), (1681185600000, 143.89999999999998, -0.5), (1681876800000, 141.97, -0.5)]"
125,VLO,2023-06-29,112.63,"[119.34980000000002, 122.70970000000003]","[(1688702400000, 115.9899, 1), (1688961600000, 112.63, -1)]"
126,NUE,2023-03-03,170.31,"[176.69, 179.88]","[(1678338000000, 173.5, 1), (1678424400000, 170.31, -1)]"
127,COIN,2023-02-02,67.3,"[79.66019999999999, 85.84029999999998]","[(1675832400000, 73.4801, 1), (1675918800000, 67.3, -1)]"
128,COIN,2023-04-11,66.23,"[77.80999999999999, 83.59999999999998]","[(1681358400000, 72.02, 1), (1681704000000, 66.23, -1)]"
129,COIN,2023-05-10,56.77,"[65.49000000000001, 69.85]","[(1684123200000, 61.13, 1), (1684468800000, 56.77, -1)]"
130,SU,2023-04-03,31.35,"[32.809999999999995, 33.53999999999999]","[(1681185600000, 32.08, 1), (1681272000000, 32.809999999999995, -0.5), (1681704000000, 32.11, -0.5)]"
131,LNG,2023-04-03,152.0,"[155.77999999999997, 157.66999999999996]","[(1681272000000, 153.89, 1), (1681704000000, 152, -1)]"
132,DDOG,2023-02-01,76.51,"[82.67999999999999, 85.76499999999999]","[(1675746000000, 79.595, 1), (1675832400000, 82.67999999999999, -0.5), (1676005200000, 78.88, -0.5)]"
133,DDOG,2023-02-02,76.51,"[82.67999999999999, 85.76499999999999]","[(1675746000000, 79.595, 1), (1675832400000, 82.67999999999999, -0.5), (1676005200000, 78.88, -0.5)]"
134,DDOG,2023-05-04,75.02,"[82.69000000000001, 86.52500000000002]","[(1683604800000, 78.855, 1), (1683691200000, 82.69000000000001, -0.5), (1685592000000, 91.66, -0.5)]"
135,DDOG,2023-05-10,87.35,"[89.98000000000002, 91.29500000000003]","[(1684296000000, 88.665, 1), (1684382400000, 89.98000000000002, -0.5), (1685592000000, 91.66, -0.5)]"
136,DDOG,2023-06-02,96.06,"[105.0856, 109.5984]","[(1686024000000, 100.5728, 1), (1686110400000, 96.06, -1)]"
137,DASH,2023-02-02,58.01,"[61.79, 63.68]","[(1675746000000, 59.9, 1), (1675832400000, 61.79, -0.5), (1676005200000, 56.79, -0.5)]"
138,DASH,2023-06-13,70.39,"[73.64999999999999, 75.27999999999999]","[(1686801600000, 72.02, 1), (1687320000000, 73.64999999999999, -0.5), (1687492800000, 71.22, -0.5)]"
139,PLTR,2023-02-02,8.06,"[8.76, 9.11]","[(1675832400000, 8.41, 1), (1675918800000, 8.06, -1)]"
140,PLTR,2023-05-09,9.02,"[10.18, 10.76]","[(1684209600000, 9.6, 1), (1684296000000, 10.18, -0.5), (1687320000000, 14.37, -0.5)]"
141,PLTR,2023-05-10,9.02,"[10.18, 10.76]","[(1684209600000, 9.6, 1), (1684296000000, 10.18, -0.5), (1687320000000, 14.37, -0.5)]"
142,PLTR,2023-05-18,11.39,"[12.82, 13.535]","[(1684814400000, 12.105, 1), (1684987200000, 12.82, -0.5), (1687320000000, 14.37, -0.5)]"
143,PLTR,2023-05-30,13.82,"[15.759999999999998, 16.729999999999997]","[(1685592000000, 14.79, 1), (1686110400000, 15.759999999999998, -0.5), (1687320000000, 14.37, -0.5)]"
144,PRU,2023-04-11,83.8,"[86.42, 87.73]","[(1681444800000, 85.11, 1), (1681704000000, 86.42, -0.5), (1682049600000, 85.07, -0.5)]"
145,ON,2023-02-01,82.93,"[87.47, 89.74]","[(1675918800000, 85.2, 1), (1676005200000, 82.93, -1)]"
146,ON,2023-02-02,82.93,"[87.47, 89.74]","[(1675918800000, 85.2, 1), (1676005200000, 82.93, -1)]"
147,ON,2023-03-08,76.37,"[81.91, 84.67999999999999]","[(1678766400000, 79.14, 1), (1678852800000, 76.37, -1)]"
148,MRNA,2023-03-14,147.61,"[154.76999999999998, 158.34999999999997]","[(1678939200000, 151.19, 1), (1679284800000, 154.76999999999998, -0.5), (1679544000000, 146.9, -0.5)]"
149,MRNA,2023-04-10,149.32,"[164.24, 171.70000000000002]","[(1681272000000, 156.78, 1), (1681704000000, 149.32, -1)]"
150,SPOT,2023-02-01,118.0008,"[129.6392, 135.45839999999998]","[(1675659600000, 123.82, 1), (1677128400000, 118.0008, -1)]"
151,SPOT,2023-02-02,118.0008,"[129.6392, 135.45839999999998]","[(1675659600000, 123.82, 1), (1677128400000, 118.0008, -1)]"
152,SPOT,2023-03-06,124.745,"[130.535, 133.43]","[(1678338000000, 127.64, 1), (1678424400000, 124.745, -1)]"
153,TTD,2023-02-02,50.67,"[55.61, 58.08]","[(1675832400000, 53.14, 1), (1675918800000, 50.67, -1)]"
154,TTD,2023-05-30,72.7,"[79.42, 82.78]","[(1686024000000, 76.06, 1), (1689048000000, 79.42, -0.5), (1689739200000, 88.31, -0.5)]"
155,TTD,2023-06-02,72.7,"[79.42, 82.78]","[(1686024000000, 76.06, 1), (1689048000000, 79.42, -0.5), (1689912000000, 83.84, -0.5)]"
156,ALL,2023-04-03,111.59,"[118.37, 121.76]","[(1680667200000, 114.98, 1), (1681444800000, 111.59, -1)]"
157,MBLY,2023-02-01,40.05,"[44.89, 47.31]","[(1675746000000, 42.47, 1), (1675918800000, 44.89, -0.5), (1676264400000, 40.8, -0.5)]"
158,MBLY,2023-02-02,40.05,"[44.89, 47.31]","[(1675746000000, 42.47, 1), (1675918800000, 44.89, -0.5), (1676264400000, 40.8, -0.5)]"
159,MBLY,2023-05-25,44.0,"[46.650000000000006, 47.97500000000001]","[(1685678400000, 45.325, 1), (1685937600000, 44, -1)]"
160,BKR,2023-02-07,32.0,"[33.14, 33.71]","[(1676005200000, 32.57, 1), (1676437200000, 32, -1)]"
161,BKR,2023-02-10,31.34,"[32.959999999999994, 33.769999999999996]","[(1676523600000, 32.15, 1), (1676610000000, 31.34, -1)]"
162,BKR,2023-04-03,28.52,"[29.7, 30.29]","[(1681185600000, 29.11, 1), (1681790400000, 29.7, -0.5), (1682395200000, 29.09, -0.5)]"
163,GFS,2023-02-14,66.78,"[74.19999999999999, 77.90999999999998]","[(1676523600000, 70.49, 1), (1676610000000, 66.78, -1)]"
164,ZS,2023-02-01,132.39,"[141.81, 146.52]","[(1675746000000, 137.1, 1), (1675832400000, 141.81, -0.5), (1676005200000, 131.93, -0.5)]"
165,ZS,2023-02-02,132.39,"[141.81, 146.52]","[(1675746000000, 137.1, 1), (1675832400000, 141.81, -0.5), (1676005200000, 131.93, -0.5)]"
166,ZS,2023-05-08,113.16,"[120.53999999999999, 124.22999999999999]","[(1684123200000, 116.85, 1), (1684209600000, 120.53999999999999, -0.5), (1687233600000, 147.085, -0.5)]"
167,ZS,2023-06-02,146.17,"[156.83, 162.16000000000003]","[(1686283200000, 151.5, 1), (1686628800000, 156.83, -0.5), (1687233600000, 147.085, -0.5)]"
168,ZS,2023-06-13,154.76,"[163.74, 168.23000000000002]","[(1686801600000, 159.25, 1), (1686888000000, 154.76, -1)]"
169,RCL,2023-02-02,67.61,"[71.17, 72.95]","[(1675659600000, 69.39, 1), (1675746000000, 71.17, -0.5), (1676610000000, 72.53, -0.5)]"
170,RCL,2023-02-07,72.12,"[78.79999999999998, 82.13999999999997]","[(1675918800000, 75.46, 1), (1676005200000, 72.12, -1)]"
171,RCL,2023-05-04,76.25,"[79.49000000000001, 81.11000000000001]","[(1683691200000, 77.87, 1), (1683777600000, 76.25, -1)]"
172,RCL,2023-05-08,76.25,"[79.49000000000001, 81.11000000000001]","[(1683691200000, 77.87, 1), (1683777600000, 76.25, -1)]"
173,HAL,2023-04-03,32.51,"[33.89000000000001, 34.58000000000001]","[(1681099200000, 33.2, 1), (1681185600000, 33.89000000000001, -0.5), (1681790400000, 33.22, -0.5)]"
174,HAL,2023-05-24,29.955,"[31.205, 31.83]","[(1685073600000, 30.58, 1), (1685419200000, 29.955, -1)]"
175,HAL,2023-06-02,30.35,"[32.44, 33.485]","[(1686110400000, 31.395, 1), (1686196800000, 32.44, -0.5), (1687233600000, 31.26, -0.5)]"
176,HAL,2023-06-07,31.515,"[33.144999999999996, 33.959999999999994]","[(1686628800000, 32.33, 1), (1686715200000, 33.144999999999996, -0.5), (1687233600000, 31.26, -0.5)]"
177,CVE,2023-03-30,17.26,"[17.77, 18.025]","[(1680494400000, 17.515, 1), (1680580800000, 17.77, -0.5), (1681358400000, 17.77, -0.5)]"
178,CVE,2023-04-03,17.645,"[18.355, 18.71]","[(1681185600000, 18, 1), (1681444800000, 17.645, -1)]"
179,MDB,2023-02-02,211.8,"[238.65999999999997, 252.08999999999995]","[(1675832400000, 225.23, 1), (1676005200000, 211.8, -1)]"
180,MDB,2023-04-26,215.56,"[233.42000000000002, 242.35000000000002]","[(1683172800000, 224.49, 1), (1683259200000, 233.42000000000002, -0.5), (1684900800000, 267.68, -0.5)]"
181,MDB,2023-05-08,259.5301,"[271.52989999999994, 277.5297999999999]","[(1683864000000, 265.53, 1), (1684123200000, 271.52989999999994, -0.5), (1684900800000, 267.68, -0.5)]"
182,MDB,2023-05-10,259.5301,"[271.52989999999994, 277.5297999999999]","[(1683864000000, 265.53, 1), (1684123200000, 271.52989999999994, -0.5), (1684900800000, 267.68, -0.5)]"
183,MDB,2023-06-02,376.0,"[408.70000000000005, 425.05000000000007]","[(1686024000000, 392.35, 1), (1686110400000, 376, -1)]"
184,DVN,2023-03-29,51.5,"[55.540000000000006, 57.56000000000001]","[(1680667200000, 53.52, 1), (1681444800000, 55.540000000000006, -0.5), (1681876800000, 53.9515, -0.5)]"
185,DVN,2023-04-03,51.5,"[55.540000000000006, 57.56000000000001]","[(1680667200000, 53.52, 1), (1681444800000, 55.540000000000006, -0.5), (1681876800000, 53.9515, -0.5)]"
186,CPNG,2023-02-02,16.19,"[16.929999999999996, 17.299999999999994]","[(1675918800000, 16.56, 1), (1676005200000, 16.19, -1)]"
187,CPNG,2023-03-23,15.1715,"[15.608500000000001, 15.827000000000002]","[(1680062400000, 15.39, 1), (1680148800000, 15.608500000000001, -0.5), (1680753600000, 15.43, -0.5)]"
188,RBLX,2023-02-02,37.4161,"[40.5821, 42.165099999999995]","[(1675832400000, 38.9991, 1), (1675918800000, 37.4161, -1)]"
189,RBLX,2023-03-14,40.81,"[45.39, 47.68]","[(1678939200000, 43.1, 1), (1679025600000, 45.39, -0.5), (1679544000000, 41.105, -0.5)]"
190,RBLX,2023-05-10,37.95,"[40.39, 41.61]","[(1684209600000, 39.17, 1), (1684296000000, 40.39, -0.5), (1684814400000, 39.17, -0.5)]"
191,RBLX,2023-05-11,37.95,"[40.39, 41.61]","[(1684209600000, 39.17, 1), (1684296000000, 40.39, -0.5), (1684814400000, 39.17, -0.5)]"
192,RBLX,2023-05-17,39.225,"[42.09499999999999, 43.52999999999999]","[(1684814400000, 40.66, 1), (1684900800000, 39.225, -1)]"
193,NET,2023-02-02,55.3201,"[62.29990000000001, 65.78980000000001]","[(1675832400000, 58.81, 1), (1676005200000, 62.29990000000001, -0.5), (1676955600000, 61.15, -0.5)]"
194,NET,2023-03-30,59.63,"[63.589999999999996, 65.57]","[(1680580800000, 61.61, 1), (1680667200000, 59.63, -1)]"
195,NET,2023-05-17,56.74,"[60.6, 62.53]","[(1684814400000, 58.67, 1), (1684900800000, 56.74, -1)]"
196,NET,2023-05-30,66.66,"[73.33760000000001, 76.67640000000002]","[(1686024000000, 69.9988, 1), (1686110400000, 66.66, -1)]"
197,NTR,2023-06-13,58.7,"[61.44, 62.809999999999995]","[(1686888000000, 60.07, 1), (1687233600000, 58.7, -1)]"
198,SNAP,2023-02-07,10.48,"[11.397199999999998, 11.855799999999997]","[(1676264400000, 10.9386, 1), (1676610000000, 10.48, -1)]"
199,SNAP,2023-03-06,9.95,"[11.07, 11.63]","[(1678766400000, 10.51, 1), (1678852800000, 9.95, -1)]"
200,SNAP,2023-05-17,9.48,"[9.98, 10.23]","[(1684728000000, 9.73, 1), (1684987200000, 9.98, -0.5), (1686110400000, 10.09, -0.5)]"
201,FANG,2023-03-30,140.3,"[144.57999999999998, 146.71999999999997]","[(1681099200000, 142.44, 1), (1681185600000, 144.57999999999998, -0.5), (1681790400000, 142.77, -0.5)]"
202,FANG,2023-04-03,140.3,"[144.57999999999998, 146.71999999999997]","[(1681099200000, 142.44, 1), (1681185600000, 144.57999999999998, -0.5), (1681790400000, 142.77, -0.5)]"
203,DAL,2023-03-31,32.85,"[34.407999999999994, 35.18699999999999]","[(1680753600000, 33.629, 1), (1681185600000, 34.407999999999994, -0.5), (1681272000000, 33.14, -0.5)]"
204,PINS,2023-02-02,25.455,"[27.085, 27.900000000000002]","[(1675918800000, 26.27, 1), (1676005200000, 25.455, -1)]"
205,PINS,2023-03-21,27.22,"[28.33, 28.884999999999998]","[(1679889600000, 27.775, 1), (1679976000000, 27.22, -1)]"
206,PINS,2023-06-28,26.97,"[28.090000000000003, 28.650000000000006]","[(1688529600000, 27.53, 1), (1689048000000, 28.090000000000003, -0.5), (1689825600000, 28.39, -0.5)]"
207,TROW,2023-02-02,122.12,"[125.99000000000001, 127.92500000000001]","[(1675746000000, 124.055, 1), (1675832400000, 122.12, -1)]"
208,CCL,2023-02-02,11.55,"[12.25, 12.6]","[(1675746000000, 11.9, 1), (1675832400000, 12.25, -0.5), (1675918800000, 11.36, -0.5)]"
209,CCL,2023-03-29,9.82,"[10.32, 10.57]","[(1680580800000, 10.07, 1), (1680667200000, 9.82, -1)]"
210,CCL,2023-03-30,9.82,"[10.32, 10.57]","[(1680580800000, 10.07, 1), (1680667200000, 9.82, -1)]"
211,CCL,2023-05-08,9.68,"[10.84, 11.42]","[(1684123200000, 10.26, 1), (1684296000000, 10.84, -0.5), (1684900800000, 10.38, -0.5)]"
212,CCL,2023-06-02,12.7,"[13.2316, 13.4974]","[(1686283200000, 12.9658, 1), (1686542400000, 13.2316, -0.5), (1687752000000, 13.9, -0.5)]"
213,CCL,2023-06-07,12.7,"[13.2316, 13.4974]","[(1686283200000, 12.9658, 1), (1686542400000, 13.2316, -0.5), (1687752000000, 13.9, -0.5)]"
214,CCL,2023-06-12,15.7,"[16.419999999999998, 16.779999999999998]","[(1687320000000, 16.06, 1), (1687406400000, 15.7, -1)]"
215,CCL,2023-06-14,15.7,"[16.419999999999998, 16.779999999999998]","[(1687320000000, 16.06, 1), (1687406400000, 15.7, -1)]"
216,CCL,2023-06-30,18.15,"[19.93, 20.82]","[(1688702400000, 19.04, 1), (1689220800000, 18.15, -1)]"
217,FITB,2023-05-23,24.68,"[26.020000000000003, 26.690000000000005]","[(1685419200000, 25.35, 1), (1685505600000, 24.68, -1)]"
218,FITB,2023-06-07,26.38,"[27.540000000000003, 28.120000000000005]","[(1686542400000, 26.96, 1), (1686628800000, 26.38, -1)]"
219,MTB,2023-05-23,119.31,"[123.94, 126.255]","[(1685073600000, 121.625, 1), (1685419200000, 123.94, -0.5), (1685505600000, 118, -0.5)]"
220,RIVN,2023-05-10,12.93,"[13.73, 14.13]","[(1684296000000, 13.33, 1), (1684468800000, 13.73, -0.5), (1684728000000, 13.38, -0.5)]"
221,ILMN,2023-02-02,206.41,"[219.03, 225.34]","[(1675746000000, 212.72, 1), (1675832400000, 206.41, -1)]"
222,ILMN,2023-03-03,205.0,"[217.55, 223.82500000000002]","[(1678338000000, 211.275, 1), (1678424400000, 205, -1)]"
223,ZM,2023-02-02,76.335,"[82.12480000000001, 85.01970000000001]","[(1675746000000, 79.2299, 1), (1675832400000, 82.12480000000001, -0.5), (1675918800000, 76.46, -0.5)]"
224,TECK,2023-04-03,40.82,"[44.940000000000005, 47.00000000000001]","[(1680753600000, 42.88, 1), (1681444800000, 44.940000000000005, -0.5), (1682049600000, 44.94, -0.5)]"
225,TECK,2023-04-14,47.49,"[49.589999999999996, 50.63999999999999]","[(1681876800000, 48.54, 1), (1681963200000, 47.49, -1)]"
226,TECK,2023-04-17,47.49,"[49.589999999999996, 50.63999999999999]","[(1681876800000, 48.54, 1), (1681963200000, 47.49, -1)]"
227,TECK,2023-06-02,41.08,"[44.540000000000006, 46.27000000000001]","[(1686110400000, 42.81, 1), (1687233600000, 41.08, -1)]"
228,EXPE,2023-02-02,116.68,"[123.5, 126.91]","[(1675746000000, 120.09, 1), (1676005200000, 116.68, -1)]"
229,EXPE,2023-06-02,106.36,"[111.58, 114.19]","[(1686283200000, 108.97, 1), (1686628800000, 111.58, -0.5), (1686801600000, 106.02, -0.5)]"
230,EXPE,2023-06-06,106.36,"[111.58, 114.19]","[(1686283200000, 108.97, 1), (1686628800000, 111.58, -0.5), (1686801600000, 106.02, -0.5)]"
231,ALGN,2023-02-02,341.0,"[364.66999999999996, 376.50499999999994]","[(1675659600000, 352.835, 1), (1675746000000, 341, -1)]"
232,ALGN,2023-03-06,327.9,"[341.72, 348.63000000000005]","[(1678338000000, 334.81, 1), (1678424400000, 327.9, -1)]"
233,BLDR,2023-04-12,92.435,"[96.225, 98.11999999999999]","[(1681444800000, 94.33, 1), (1681790400000, 96.225, -0.5), (1682308800000, 92.74, -0.5)]"
234,STLD,2023-02-03,121.26,"[129.06, 132.95999999999998]","[(1675832400000, 125.16, 1), (1675918800000, 121.26, -1)]"
235,CTRA,2023-04-03,24.725,"[25.655, 26.12]","[(1680667200000, 25.19, 1), (1681099200000, 25.655, -0.5), (1681876800000, 25.17, -0.5)]"
236,TRGP,2023-04-03,73.49,"[77.19000000000001, 79.04000000000002]","[(1680753600000, 75.34, 1), (1681444800000, 77.19000000000001, -0.5), (1681876800000, 75.32, -0.5)]"
237,VRT,2023-05-30,19.1,"[20.199999999999996, 20.749999999999993]","[(1685678400000, 19.65, 1), (1686024000000, 20.199999999999996, -0.5), (1688616000000, 23.51, -0.5)]"
238,VRT,2023-06-09,22.15,"[23.4, 24.025]","[(1686888000000, 22.775, 1), (1687233600000, 23.4, -0.5), (1688616000000, 23.51, -0.5)]"
239,VRT,2023-06-30,23.51,"[24.819999999999997, 25.474999999999994]","[(1688702400000, 24.165, 1), (1688961600000, 24.819999999999997, -0.5), (1689912000000, 25.34, -0.5)]"
240,HBAN,2023-06-02,10.9,"[11.520000000000001, 11.830000000000002]","[(1686542400000, 11.21, 1), (1686628800000, 10.9, -1)]"
241,ENPH,2023-03-03,213.66,"[233.50000000000003, 243.42000000000004]","[(1678338000000, 223.58, 1), (1678424400000, 213.66, -1)]"
242,ENPH,2023-04-17,219.3,"[233.21999999999997, 240.17999999999995]","[(1682049600000, 226.26, 1), (1682308800000, 219.3, -1)]"
243,ENPH,2023-05-12,159.605,"[169.535, 174.5]","[(1684468800000, 164.57, 1), (1684900800000, 159.605, -1)]"
244,ENPH,2023-05-30,179.73,"[191.97, 198.09]","[(1686110400000, 185.85, 1), (1686196800000, 179.73, -1)]"
245,FSLR,2023-03-01,210.25,"[222.0736, 227.9854]","[(1678338000000, 216.1618, 1), (1678424400000, 210.25, -1)]"
246,FSLR,2023-03-03,210.25,"[222.0736, 227.9854]","[(1678338000000, 216.1618, 1), (1678424400000, 210.25, -1)]"
247,FSLR,2023-03-06,210.25,"[222.0736, 227.9854]","[(1678338000000, 216.1618, 1), (1678424400000, 210.25, -1)]"
248,ENTG,2023-02-02,81.84,"[85.82, 87.80999999999999]","[(1675746000000, 83.83, 1), (1675918800000, 85.82, -0.5), (1676005200000, 82.48, -0.5)]"
249,ENTG,2023-04-28,73.86,"[77.02, 78.6]","[(1683086400000, 75.44, 1), (1683172800000, 73.86, -1)]"
250,ENTG,2023-05-05,76.925,"[80.81500000000001, 82.76000000000002]","[(1683691200000, 78.87, 1), (1683777600000, 80.81500000000001, -0.5), (1686888000000, 106.17, -0.5)]"
251,ENTG,2023-05-25,105.09,"[109.43, 111.60000000000001]","[(1685592000000, 107.26, 1), (1685678400000, 109.43, -0.5), (1686888000000, 106.17, -0.5)]"
252,ENTG,2023-05-26,105.09,"[109.43, 111.60000000000001]","[(1685592000000, 107.26, 1), (1685678400000, 109.43, -0.5), (1686888000000, 106.17, -0.5)]"
253,STX,2023-02-02,68.89,"[71.35000000000001, 72.58000000000001]","[(1675746000000, 70.12, 1), (1675832400000, 71.35000000000001, -0.5), (1675918800000, 69.09, -0.5)]"
254,ALB,2023-05-09,194.37,"[207.14999999999998, 213.53999999999996]","[(1684123200000, 200.76, 1), (1684209600000, 207.14999999999998, -0.5), (1684987200000, 202.8, -0.5)]"
255,ALB,2023-05-18,203.45,"[215.41000000000003, 221.39000000000004]","[(1684728000000, 209.43, 1), (1684814400000, 215.41000000000003, -0.5), (1684987200000, 202.8, -0.5)]"
256,ALB,2023-06-13,227.195,"[236.60500000000002, 241.31000000000003]","[(1687233600000, 231.9, 1), (1687406400000, 227.195, -1)]"
257,WDC,2023-03-30,34.67,"[36.14, 36.875]","[(1681099200000, 35.405, 1), (1681185600000, 36.14, -0.5), (1681358400000, 36.3, -0.5)]"
258,WDC,2023-04-10,35.2,"[37.00999999999999, 37.914999999999985]","[(1681790400000, 36.105, 1), (1681876800000, 35.2, -1)]"
259,DT,2023-02-02,43.71,"[46.57, 48.0]","[(1675918800000, 45.14, 1), (1676005200000, 43.71, -1)]"
260,DKNG,2023-02-02,16.4,"[17.630000000000003, 18.245000000000005]","[(1675746000000, 17.015, 1), (1675832400000, 17.630000000000003, -0.5), (1676005200000, 15.56, -0.5)]"
