,symbol,date,stop,targets,trades
101,CARR,2023-12-13,54.67,"[59.06999999999999, 61.26999999999999, 63.469999999999985]","[(Timestamp('2023-12-13 00:00:00'), 56.87, 1), (Timestamp('2023-12-13 00:00:00'), 54.67, -1)]"
102,AFL,2023-08-03,73.0,"[81.66, 85.99, 90.32]","[(Timestamp('2023-08-03 00:00:00'), 77.33, 1), (Timestamp('2023-08-23 00:00:00'), 73.0, -1)]"
103,SQ,2023-11-03,42.78,"[45.419799999999995, 46.73969999999999, 48.05959999999999]","[(Timestamp('2023-11-03 00:00:00'), 44.0999, 1), (Timestamp('2023-11-03 00:00:00'), 45.419799999999995, -0.5), (Timestamp('2023-11-06 00:00:00'), 46.73969999999999, -0.25), (Timestamp('2023-11-07 00:00:00'), 48.05959999999999, -0.25)]"
104,SQ,2023-03-02,73.52,"[82.52, 87.02, 91.52]","[(Timestamp('2023-03-02 00:00:00'), 78.02, 1), (Timestamp('2023-03-06 00:00:00'), 82.52, -0.5), (Timestamp('2023-03-09 00:00:00'), 73.52, -0.5)]"
105,DXCM,2023-11-01,86.27,"[99.706, 106.424, 113.14200000000001]","[(Timestamp('2023-11-01 00:00:00'), 92.988, 1), (Timestamp('2023-11-13 00:00:00'), 99.706, -0.5), (Timestamp('2023-11-17 00:00:00'), 106.424, -0.25), (Timestamp('2023-11-24 00:00:00'), 113.14200000000001, -0.25)]"
106,DXCM,2023-02-13,111.21,"[128.79000000000002, 137.58, 146.37]","[(Timestamp('2023-02-13 00:00:00'), 120.0, 1), (Timestamp('2023-02-22 00:00:00'), 111.21, -1)]"
107,EW,2023-02-02,77.7575,"[85.3125, 89.09, 92.8675]","[(Timestamp('2023-02-02 00:00:00'), 81.535, 1), (Timestamp('2023-02-09 00:00:00'), 77.7575, -1)]"
108,ROST,2023-11-24,126.71,"[135.91000000000003, 140.51000000000002, 145.11]","[(Timestamp('2023-11-24 00:00:00'), 131.31, 1), (Timestamp('2023-12-13 00:00:00'), 135.91000000000003, -0.5), (Timestamp('2024-01-12 00:00:00'), 136.58, -0.5)]"
109,ROST,2023-08-23,116.33,"[125.027, 129.3755, 133.724]","[(Timestamp('2023-08-23 00:00:00'), 120.6785, 1), (Timestamp('2023-09-19 00:00:00'), 116.33, -1)]"
110,KDP,2023-08-02,33.69,"[35.03, 35.7, 36.370000000000005]","[(Timestamp('2023-08-02 00:00:00'), 34.36, 1), (Timestamp('2023-08-04 00:00:00'), 33.69, -1)]"
111,FTNT,2023-02-14,58.72,"[64.18, 66.91000000000001, 69.64000000000001]","[(Timestamp('2023-02-14 00:00:00'), 61.45, 1), (Timestamp('2023-02-24 00:00:00'), 58.72, -1)]"
112,COIN,2023-11-15,91.3686,"[108.27139999999999, 116.72279999999998, 125.17419999999997]","[(Timestamp('2023-11-15 00:00:00'), 99.82, 1), (Timestamp('2023-11-22 00:00:00'), 108.27139999999999, -0.5), (Timestamp('2023-11-24 00:00:00'), 116.72279999999998, -0.25), (Timestamp('2023-11-28 00:00:00'), 125.17419999999997, -0.25)]"
113,COIN,2023-02-03,68.31,"[102.77000000000001, 120.00000000000001, 137.23000000000002]","[(Timestamp('2023-02-03 00:00:00'), 85.54, 1), (Timestamp('2023-02-07 00:00:00'), 68.31, -1)]"
114,SU,2023-11-10,31.83,"[34.45, 35.760000000000005, 37.07000000000001]","[(Timestamp('2023-11-10 00:00:00'), 33.14, 1), (Timestamp('2023-12-06 00:00:00'), 31.83, -1)]"
115,LEN,2023-06-16,117.04,"[123.67999999999999, 126.99999999999999, 130.32]","[(Timestamp('2023-06-16 00:00:00'), 120.36, 1), (Timestamp('2023-06-27 00:00:00'), 123.67999999999999, -0.5), (Timestamp('2023-06-28 00:00:00'), 126.99999999999999, -0.25), (Timestamp('2023-07-13 00:00:00'), 130.32, -0.25)]"
116,A,2023-11-22,121.23,"[128.13, 131.58, 135.03000000000003]","[(Timestamp('2023-11-22 00:00:00'), 124.68, 1), (Timestamp('2023-11-30 00:00:00'), 128.13, -0.5), (Timestamp('2023-12-13 00:00:00'), 131.58, -0.25), (Timestamp('2023-12-14 00:00:00'), 135.03000000000003, -0.25)]"
117,DDOG,2023-11-13,96.17,"[112.69000000000001, 120.95000000000002, 129.21000000000004]","[(Timestamp('2023-11-13 00:00:00'), 104.43, 1), (Timestamp('2023-11-22 00:00:00'), 112.69000000000001, -0.5), (Timestamp('2023-12-14 00:00:00'), 120.95000000000002, -0.25), (Timestamp('2023-12-29 00:00:00'), 121.38, -0.25)]"
118,DDOG,2023-05-05,70.0,"[84.13980000000001, 91.20970000000001, 98.27960000000002]","[(Timestamp('2023-05-05 00:00:00'), 77.0699, 1), (Timestamp('2023-05-10 00:00:00'), 84.13980000000001, -0.5), (Timestamp('2023-05-17 00:00:00'), 91.20970000000001, -0.25), (Timestamp('2023-06-02 00:00:00'), 98.27960000000002, -0.25)]"
119,DASH,2023-11-03,84.39,"[96.29, 102.24000000000001, 108.19000000000001]","[(Timestamp('2023-11-03 00:00:00'), 90.34, 1), (Timestamp('2023-11-09 00:00:00'), 84.39, -1)]"
120,DASH,2023-05-08,60.36,"[70.26, 75.21000000000001, 80.16000000000001]","[(Timestamp('2023-05-08 00:00:00'), 65.31, 1), (Timestamp('2023-06-06 00:00:00'), 70.26, -0.5), (Timestamp('2023-06-26 00:00:00'), 73.58, -0.5)]"
121,LHX,2023-10-10,173.07,"[188.07, 195.57, 203.07]","[(Timestamp('2023-10-10 00:00:00'), 180.57, 1), (Timestamp('2023-10-12 00:00:00'), 173.07, -1)]"
122,LHX,2023-01-31,204.43,"[224.67000000000002, 234.79000000000002, 244.91000000000003]","[(Timestamp('2023-01-31 00:00:00'), 214.55, 1), (Timestamp('2023-03-09 00:00:00'), 204.43, -1)]"
123,D,2023-11-06,41.155,"[46.925, 49.809999999999995, 52.69499999999999]","[(Timestamp('2023-11-06 00:00:00'), 44.04, 1), (Timestamp('2023-11-15 00:00:00'), 46.925, -0.5), (Timestamp('2023-12-14 00:00:00'), 49.809999999999995, -0.25), (Timestamp('2023-12-22 00:00:00'), 46.8, -0.25)]"
124,FERG,2023-09-27,154.985,"[162.755, 166.64, 170.52499999999998]","[(Timestamp('2023-09-27 00:00:00'), 158.87, 1), (Timestamp('2023-09-27 00:00:00'), 162.755, -0.5), (Timestamp('2023-09-28 00:00:00'), 166.64, -0.25), (Timestamp('2023-10-12 00:00:00'), 170.52499999999998, -0.25)]"
125,NU,2023-10-24,7.84,"[8.739999999999998, 9.189999999999998, 9.639999999999997]","[(Timestamp('2023-10-24 00:00:00'), 8.29, 1), (Timestamp('2023-10-26 00:00:00'), 7.84, -1)]"
126,NU,2023-09-12,6.92,"[7.98, 8.510000000000002, 9.040000000000001]","[(Timestamp('2023-09-12 00:00:00'), 7.45, 1), (Timestamp('2023-09-21 00:00:00'), 6.92, -1)]"
127,PLTR,2023-11-03,17.2101,"[19.3899, 20.4798, 21.5697]","[(Timestamp('2023-11-03 00:00:00'), 18.3, 1), (Timestamp('2023-11-10 00:00:00'), 19.3899, -0.5), (Timestamp('2023-11-17 00:00:00'), 20.4798, -0.25), (Timestamp('2023-11-20 00:00:00'), 21.5697, -0.25)]"
128,PLTR,2023-08-01,18.38,"[21.610000000000003, 23.225000000000005, 24.840000000000007]","[(Timestamp('2023-08-01 00:00:00'), 19.995, 1), (Timestamp('2023-08-02 00:00:00'), 18.38, -1)]"
129,PLTR,2023-05-09,7.59,"[8.120000000000001, 8.385000000000002, 8.650000000000002]","[(Timestamp('2023-05-09 00:00:00'), 7.855, 1), (Timestamp('2023-05-09 00:00:00'), 8.120000000000001, -0.5), (Timestamp('2023-05-10 00:00:00'), 8.385000000000002, -0.25), (Timestamp('2023-05-11 00:00:00'), 8.650000000000002, -0.25)]"
130,PLTR,2023-04-11,7.84,"[9.46, 10.270000000000001, 11.080000000000002]","[(Timestamp('2023-04-11 00:00:00'), 8.65, 1), (Timestamp('2023-04-25 00:00:00'), 7.84, -1)]"
131,PLTR,2023-02-15,8.23,"[10.36, 11.424999999999999, 12.489999999999998]","[(Timestamp('2023-02-15 00:00:00'), 9.295, 1), (Timestamp('2023-02-22 00:00:00'), 8.23, -1)]"
132,CTSH,2023-08-07,68.37,"[75.35, 78.83999999999999, 82.32999999999998]","[(Timestamp('2023-08-07 00:00:00'), 71.86, 1), (Timestamp('2023-08-18 00:00:00'), 68.37, -1)]"
133,FAST,2023-10-13,58.0,"[63.370000000000005, 66.055, 68.74000000000001]","[(Timestamp('2023-10-13 00:00:00'), 60.685, 1), (Timestamp('2023-10-20 00:00:00'), 58.0, -1)]"
134,EA,2023-11-07,126.91,"[134.85, 138.82, 142.79]","[(Timestamp('2023-11-07 00:00:00'), 130.88, 1), (Timestamp('2023-11-20 00:00:00'), 134.85, -0.5), (Timestamp('2023-12-11 00:00:00'), 138.82, -0.25), (Timestamp('2023-12-14 00:00:00'), 142.79, -0.25)]"
135,LVS,2023-10-23,45.2608,"[48.55919999999999, 50.20839999999998, 51.85759999999998]","[(Timestamp('2023-10-23 00:00:00'), 46.91, 1), (Timestamp('2023-10-23 00:00:00'), 45.2608, -1)]"
136,LVS,2023-04-24,61.0,"[65.98, 68.47, 70.96000000000001]","[(Timestamp('2023-04-24 00:00:00'), 63.49, 1), (Timestamp('2023-04-27 00:00:00'), 61.0, -1)]"
137,LVS,2023-01-27,55.79,"[61.989799999999995, 65.0897, 68.18959999999998]","[(Timestamp('2023-01-27 00:00:00'), 58.8899, 1), (Timestamp('2023-02-17 00:00:00'), 55.79, -1)]"
138,GIS,2023-02-22,78.79,"[83.99, 86.58999999999999, 89.18999999999998]","[(Timestamp('2023-02-22 00:00:00'), 81.39, 1), (Timestamp('2023-03-01 00:00:00'), 78.79, -1)]"
139,ON,2023-05-02,74.17,"[83.78580000000001, 88.59370000000001, 93.40160000000002]","[(Timestamp('2023-05-02 00:00:00'), 78.9779, 1), (Timestamp('2023-05-16 00:00:00'), 83.78580000000001, -0.5), (Timestamp('2023-05-30 00:00:00'), 88.59370000000001, -0.25), (Timestamp('2023-06-13 00:00:00'), 93.40160000000002, -0.25)]"
140,MRNA,2023-09-15,107.24,"[122.52, 130.16, 137.8]","[(Timestamp('2023-09-15 00:00:00'), 114.88, 1), (Timestamp('2023-09-18 00:00:00'), 107.24, -1)]"
141,SPOT,2023-12-06,192.0,"[210.82999999999998, 220.24499999999998, 229.65999999999997]","[(Timestamp('2023-12-06 00:00:00'), 201.415, 1), (Timestamp('2023-12-08 00:00:00'), 192.0, -1)]"
142,SPOT,2023-02-01,106.31,"[120.28999999999999, 127.27999999999999, 134.26999999999998]","[(Timestamp('2023-02-01 00:00:00'), 113.3, 1), (Timestamp('2023-02-02 00:00:00'), 120.28999999999999, -0.5), (Timestamp('2023-02-10 00:00:00'), 127.27999999999999, -0.25), (Timestamp('2023-03-22 00:00:00'), 128.2, -0.25)]"
143,TTD,2023-07-14,86.65,"[94.35, 98.19999999999999, 102.04999999999998]","[(Timestamp('2023-07-14 00:00:00'), 90.5, 1), (Timestamp('2023-07-17 00:00:00'), 86.65, -1)]"
144,GEHC,2023-11-01,65.77,"[69.63000000000001, 71.56000000000002, 73.49000000000002]","[(Timestamp('2023-11-01 00:00:00'), 67.7, 1), (Timestamp('2023-11-02 00:00:00'), 69.63000000000001, -0.5), (Timestamp('2023-11-03 00:00:00'), 71.56000000000002, -0.25), (Timestamp('2023-11-21 00:00:00'), 73.49000000000002, -0.25)]"
145,MBLY,2023-02-01,33.61,"[44.769999999999996, 50.349999999999994, 55.92999999999999]","[(Timestamp('2023-02-01 00:00:00'), 39.19, 1), (Timestamp('2023-02-09 00:00:00'), 44.769999999999996, -0.5), (Timestamp('2023-03-22 00:00:00'), 41.43, -0.5)]"
146,GPN,2023-08-02,115.47,"[127.53, 133.56, 139.59]","[(Timestamp('2023-08-02 00:00:00'), 121.5, 1), (Timestamp('2023-08-10 00:00:00'), 127.53, -0.5), (Timestamp('2023-09-20 00:00:00'), 122.69, -0.5)]"
147,ZS,2023-06-05,140.1623,"[154.99770000000004, 162.41540000000006, 169.8331000000001]","[(Timestamp('2023-06-05 00:00:00'), 147.58, 1), (Timestamp('2023-06-07 00:00:00'), 154.99770000000004, -0.5), (Timestamp('2023-06-16 00:00:00'), 162.41540000000006, -0.25), (Timestamp('2023-07-06 00:00:00'), 140.1623, -0.25)]"
148,ZS,2023-05-09,103.6201,"[116.17990000000002, 122.45980000000003, 128.73970000000003]","[(Timestamp('2023-05-09 00:00:00'), 109.9, 1), (Timestamp('2023-05-10 00:00:00'), 116.17990000000002, -0.5), (Timestamp('2023-05-18 00:00:00'), 122.45980000000003, -0.25), (Timestamp('2023-05-22 00:00:00'), 128.73970000000003, -0.25)]"
149,RCL,2023-07-28,105.75,"[118.41, 124.74, 131.07]","[(Timestamp('2023-07-28 00:00:00'), 112.08, 1), (Timestamp('2023-08-01 00:00:00'), 105.75, -1)]"
150,RCL,2023-05-05,70.58,"[76.3, 79.16, 82.02]","[(Timestamp('2023-05-05 00:00:00'), 73.44, 1), (Timestamp('2023-05-08 00:00:00'), 76.3, -0.5), (Timestamp('2023-05-17 00:00:00'), 79.16, -0.25), (Timestamp('2023-06-01 00:00:00'), 82.02, -0.25)]"
151,RCL,2023-02-09,70.13,"[81.43, 87.08000000000001, 92.73000000000002]","[(Timestamp('2023-02-09 00:00:00'), 75.78, 1), (Timestamp('2023-02-24 00:00:00'), 70.13, -1)]"
152,DD,2023-02-09,75.29,"[80.29, 82.79, 85.29]","[(Timestamp('2023-02-09 00:00:00'), 77.79, 1), (Timestamp('2023-02-09 00:00:00'), 75.29, -1)]"
153,KR,2023-03-03,44.21,"[49.029999999999994, 51.43999999999999, 53.84999999999999]","[(Timestamp('2023-03-03 00:00:00'), 46.62, 1), (Timestamp('2023-03-23 00:00:00'), 49.029999999999994, -0.5), (Timestamp('2023-04-21 00:00:00'), 47.92, -0.5)]"
154,GOLD,2023-03-15,16.56,"[17.899800000000003, 18.569700000000005, 19.239600000000006]","[(Timestamp('2023-03-15 00:00:00'), 17.2299, 1), (Timestamp('2023-03-17 00:00:00'), 17.899800000000003, -0.5), (Timestamp('2023-03-24 00:00:00'), 18.569700000000005, -0.25), (Timestamp('2023-04-04 00:00:00'), 19.239600000000006, -0.25)]"
155,PWR,2023-11-03,166.24,"[184.26, 193.26999999999998, 202.27999999999997]","[(Timestamp('2023-11-03 00:00:00'), 175.25, 1), (Timestamp('2023-11-06 00:00:00'), 166.24, -1)]"
156,VEEV,2023-06-02,184.58,"[215.22, 230.54, 245.85999999999999]","[(Timestamp('2023-06-02 00:00:00'), 199.9, 1), (Timestamp('2023-07-21 00:00:00'), 199.71, -1)]"
157,VEEV,2023-03-03,168.16,"[189.58, 200.29000000000002, 211.00000000000003]","[(Timestamp('2023-03-03 00:00:00'), 178.87, 1), (Timestamp('2023-03-10 00:00:00'), 168.16, -1)]"
158,SYM,2023-11-22,43.26,"[62.42000000000001, 72.00000000000001, 81.58000000000001]","[(Timestamp('2023-11-22 00:00:00'), 52.84, 1), (Timestamp('2024-01-05 00:00:00'), 43.26, -1)]"
159,SYM,2023-07-31,35.2,"[60.66, 73.38999999999999, 86.11999999999999]","[(Timestamp('2023-07-31 00:00:00'), 47.93, 1), (Timestamp('2023-07-31 00:00:00'), 60.66, -0.5), (Timestamp('2023-09-11 00:00:00'), 35.2, -0.5)]"
160,SYM,2023-06-14,40.02,"[55.6, 63.39, 71.18]","[(Timestamp('2023-06-14 00:00:00'), 47.81, 1), (Timestamp('2023-06-23 00:00:00'), 40.02, -1)]"
161,SYM,2023-06-08,36.79,"[45.910000000000004, 50.470000000000006, 55.03000000000001]","[(Timestamp('2023-06-08 00:00:00'), 41.35, 1), (Timestamp('2023-06-13 00:00:00'), 45.910000000000004, -0.5), (Timestamp('2023-06-15 00:00:00'), 50.470000000000006, -0.25), (Timestamp('2023-07-24 00:00:00'), 36.79, -0.25)]"
162,MDB,2023-11-13,355.01,"[413.28999999999996, 442.42999999999995, 471.56999999999994]","[(Timestamp('2023-11-13 00:00:00'), 384.15, 1), (Timestamp('2023-11-29 00:00:00'), 413.28999999999996, -0.5), (Timestamp('2023-11-30 00:00:00'), 442.42999999999995, -0.25), (Timestamp('2023-12-29 00:00:00'), 408.85, -0.25)]"
163,MDB,2023-06-06,370.0,"[425.9598, 453.93969999999996, 481.91959999999995]","[(Timestamp('2023-06-06 00:00:00'), 397.9799, 1), (Timestamp('2023-06-07 00:00:00'), 370.0, -1)]"
164,MDB,2023-04-27,226.2,"[260.6, 277.80000000000007, 295.00000000000006]","[(Timestamp('2023-04-27 00:00:00'), 243.4, 1), (Timestamp('2023-05-01 00:00:00'), 226.2, -1)]"
165,MDB,2023-04-13,222.3,"[247.36, 259.89, 272.42]","[(Timestamp('2023-04-13 00:00:00'), 234.83, 1), (Timestamp('2023-04-14 00:00:00'), 222.3, -1)]"
166,RKT,2023-11-03,7.675,"[8.564999999999998, 9.009999999999998, 9.454999999999998]","[(Timestamp('2023-11-03 00:00:00'), 8.12, 1), (Timestamp('2023-11-03 00:00:00'), 8.564999999999998, -0.5), (Timestamp('2023-11-14 00:00:00'), 9.009999999999998, -0.25), (Timestamp('2023-11-29 00:00:00'), 9.454999999999998, -0.25)]"
167,RKT,2023-08-07,10.4849,"[12.595099999999999, 13.650199999999998, 14.705299999999998]","[(Timestamp('2023-08-07 00:00:00'), 11.54, 1), (Timestamp('2023-08-18 00:00:00'), 10.4849, -1)]"
168,DG,2023-10-16,108.74,"[116.016, 119.65400000000001, 123.29200000000002]","[(Timestamp('2023-10-16 00:00:00'), 112.378, 1), (Timestamp('2023-10-17 00:00:00'), 116.016, -0.5), (Timestamp('2023-10-26 00:00:00'), 119.65400000000001, -0.25), (Timestamp('2023-11-15 00:00:00'), 123.29200000000002, -0.25)]"
169,RBLX,2023-05-11,36.11,"[43.43000000000001, 47.09000000000001, 50.750000000000014]","[(Timestamp('2023-05-11 00:00:00'), 39.77, 1), (Timestamp('2023-06-29 00:00:00'), 38.74, -1)]"
170,RBLX,2023-02-16,41.9,"[48.78000000000001, 52.22000000000001, 55.66000000000002]","[(Timestamp('2023-02-16 00:00:00'), 45.34, 1), (Timestamp('2023-02-17 00:00:00'), 41.9, -1)]"
171,NET,2023-11-03,55.4,"[60.76, 63.44, 66.12]","[(Timestamp('2023-11-03 00:00:00'), 58.08, 1), (Timestamp('2023-11-03 00:00:00'), 60.76, -0.5), (Timestamp('2023-11-06 00:00:00'), 63.44, -0.25), (Timestamp('2023-11-07 00:00:00'), 66.12, -0.25)]"
172,NET,2023-09-28,58.56,"[63.980000000000004, 66.69, 69.4]","[(Timestamp('2023-09-28 00:00:00'), 61.27, 1), (Timestamp('2023-09-29 00:00:00'), 63.980000000000004, -0.5), (Timestamp('2023-10-03 00:00:00'), 58.56, -0.5)]"
173,NET,2023-02-14,58.01,"[70.63, 76.93999999999998, 83.24999999999997]","[(Timestamp('2023-02-14 00:00:00'), 64.32, 1), (Timestamp('2023-02-15 00:00:00'), 70.63, -0.5), (Timestamp('2023-03-02 00:00:00'), 58.01, -0.5)]"
174,SNAP,2023-12-01,13.485,"[14.975000000000001, 15.720000000000002, 16.465000000000003]","[(Timestamp('2023-12-01 00:00:00'), 14.23, 1), (Timestamp('2023-12-06 00:00:00'), 14.975000000000001, -0.5), (Timestamp('2023-12-11 00:00:00'), 15.720000000000002, -0.25), (Timestamp('2023-12-13 00:00:00'), 16.465000000000003, -0.25)]"
175,SNAP,2023-10-17,8.96,"[10.54, 11.329999999999998, 12.119999999999997]","[(Timestamp('2023-10-17 00:00:00'), 9.75, 1), (Timestamp('2023-10-25 00:00:00'), 10.54, -0.5), (Timestamp('2023-10-26 00:00:00'), 8.96, -0.5)]"
176,SNAP,2023-02-06,10.62,"[12.74, 13.8, 14.860000000000001]","[(Timestamp('2023-02-06 00:00:00'), 11.68, 1), (Timestamp('2023-02-10 00:00:00'), 10.62, -1)]"
177,DB,2023-10-26,10.6975,"[11.1425, 11.365, 11.5875]","[(Timestamp('2023-10-26 00:00:00'), 10.92, 1), (Timestamp('2023-11-02 00:00:00'), 11.1425, -0.5), (Timestamp('2023-11-03 00:00:00'), 11.365, -0.25), (Timestamp('2023-11-14 00:00:00'), 11.5875, -0.25)]"
178,TTWO,2023-11-09,143.13,"[154.14999999999998, 159.65999999999997, 165.16999999999996]","[(Timestamp('2023-11-09 00:00:00'), 148.64, 1), (Timestamp('2023-11-14 00:00:00'), 154.14999999999998, -0.5), (Timestamp('2023-12-01 00:00:00'), 159.65999999999997, -0.25), (Timestamp('2023-12-28 00:00:00'), 161.47, -0.25)]"
179,XYL,2023-11-03,91.42,"[101.58, 106.66, 111.74]","[(Timestamp('2023-11-03 00:00:00'), 96.5, 1), (Timestamp('2023-11-14 00:00:00'), 101.58, -0.5), (Timestamp('2023-12-06 00:00:00'), 106.66, -0.25), (Timestamp('2023-12-20 00:00:00'), 111.74, -0.25)]"
180,PINS,2023-11-01,27.92,"[32.059799999999996, 34.12969999999999, 36.19959999999999]","[(Timestamp('2023-11-01 00:00:00'), 29.9899, 1), (Timestamp('2023-11-14 00:00:00'), 32.059799999999996, -0.5), (Timestamp('2023-11-30 00:00:00'), 34.12969999999999, -0.25), (Timestamp('2023-12-12 00:00:00'), 36.19959999999999, -0.25)]"
181,FWONK,2023-10-03,65.1,"[72.68, 76.47000000000001, 80.26000000000002]","[(Timestamp('2023-10-03 00:00:00'), 68.89, 1), (Timestamp('2023-10-25 00:00:00'), 65.1, -1)]"
182,CCL,2023-07-03,17.62,"[20.139999999999997, 21.399999999999995, 22.659999999999993]","[(Timestamp('2023-07-03 00:00:00'), 18.88, 1), (Timestamp('2023-07-14 00:00:00'), 17.62, -1)]"
183,CCL,2023-06-13,13.84,"[16.36, 17.619999999999997, 18.88]","[(Timestamp('2023-06-13 00:00:00'), 15.1, 1), (Timestamp('2023-06-16 00:00:00'), 16.36, -0.5), (Timestamp('2023-06-29 00:00:00'), 17.619999999999997, -0.25), (Timestamp('2023-07-03 00:00:00'), 18.88, -0.25)]"
184,CCL,2023-03-29,8.68,"[10.760000000000002, 11.800000000000002, 12.840000000000003]","[(Timestamp('2023-03-29 00:00:00'), 9.72, 1), (Timestamp('2023-05-10 00:00:00'), 10.760000000000002, -0.5), (Timestamp('2023-05-17 00:00:00'), 11.04, -0.5)]"
185,EBAY,2023-04-28,44.04,"[47.68, 49.5, 51.32]","[(Timestamp('2023-04-28 00:00:00'), 45.86, 1), (Timestamp('2023-05-16 00:00:00'), 44.04, -1)]"
186,WBA,2023-10-13,22.62,"[25.900000000000002, 27.540000000000003, 29.180000000000003]","[(Timestamp('2023-10-13 00:00:00'), 24.26, 1), (Timestamp('2023-10-16 00:00:00'), 22.62, -1)]"
187,WPM,2023-03-14,41.8,"[45.16, 46.839999999999996, 48.519999999999996]","[(Timestamp('2023-03-14 00:00:00'), 43.48, 1), (Timestamp('2023-03-17 00:00:00'), 45.16, -0.5), (Timestamp('2023-03-23 00:00:00'), 46.839999999999996, -0.25), (Timestamp('2023-04-03 00:00:00'), 48.519999999999996, -0.25)]"
188,RIVN,2023-12-15,20.3,"[24.77, 27.005, 29.24]","[(Timestamp('2023-12-15 00:00:00'), 22.535, 1), (Timestamp('2024-01-03 00:00:00'), 20.3, -1)]"
189,RIVN,2023-07-10,22.6,"[28.659999999999997, 31.689999999999994, 34.71999999999999]","[(Timestamp('2023-07-10 00:00:00'), 25.63, 1), (Timestamp('2023-08-09 00:00:00'), 22.6, -1)]"
190,RIVN,2023-07-05,17.8,"[21.599999999999998, 23.499999999999996, 25.399999999999995]","[(Timestamp('2023-07-05 00:00:00'), 19.7, 1), (Timestamp('2023-07-06 00:00:00'), 21.599999999999998, -0.5), (Timestamp('2023-07-07 00:00:00'), 23.499999999999996, -0.25), (Timestamp('2023-07-10 00:00:00'), 25.399999999999995, -0.25)]"
191,PHM,2023-02-01,55.0701,"[58.8899, 60.7998, 62.7097]","[(Timestamp('2023-02-01 00:00:00'), 56.98, 1), (Timestamp('2023-02-02 00:00:00'), 58.8899, -0.5), (Timestamp('2023-02-17 00:00:00'), 55.0701, -0.5)]"
192,HPE,2023-11-30,15.79,"[18.009999999999998, 19.119999999999997, 20.229999999999997]","[(Timestamp('2023-11-30 00:00:00'), 16.9, 1), (Timestamp('2023-12-07 00:00:00'), 15.79, -1)]"
193,TECK,2023-05-31,37.63,"[40.79, 42.37, 43.949999999999996]","[(Timestamp('2023-05-31 00:00:00'), 39.21, 1), (Timestamp('2023-06-01 00:00:00'), 40.79, -0.5), (Timestamp('2023-06-02 00:00:00'), 42.37, -0.25), (Timestamp('2023-07-19 00:00:00'), 42.25, -0.25)]"
194,TECK,2023-04-04,40.47,"[47.040000000000006, 50.32500000000001, 53.610000000000014]","[(Timestamp('2023-04-04 00:00:00'), 43.755, 1), (Timestamp('2023-04-17 00:00:00'), 47.040000000000006, -0.5), (Timestamp('2023-05-23 00:00:00'), 40.47, -0.5)]"
195,TECK,2023-02-21,43.3,"[48.900000000000006, 51.70000000000001, 54.500000000000014]","[(Timestamp('2023-02-21 00:00:00'), 46.1, 1), (Timestamp('2023-02-21 00:00:00'), 43.3, -1)]"
196,EXPE,2023-11-06,107.8,"[118.14, 123.31, 128.48000000000002]","[(Timestamp('2023-11-06 00:00:00'), 112.97, 1), (Timestamp('2023-11-07 00:00:00'), 118.14, -0.5), (Timestamp('2023-11-14 00:00:00'), 123.31, -0.25), (Timestamp('2023-11-15 00:00:00'), 128.48000000000002, -0.25)]"
197,LYV,2023-12-19,90.29,"[97.11999999999999, 100.53499999999998, 103.94999999999997]","[(Timestamp('2023-12-19 00:00:00'), 93.705, 1), (Timestamp('2023-12-21 00:00:00'), 90.29, -1)]"
198,LYV,2023-11-08,81.25,"[92.55000000000001, 98.20000000000002, 103.85000000000002]","[(Timestamp('2023-11-08 00:00:00'), 86.9, 1), (Timestamp('2023-12-14 00:00:00'), 92.55000000000001, -0.5), (Timestamp('2023-12-27 00:00:00'), 92.98, -0.5)]"
199,ALGN,2023-12-18,245.0,"[284.1598, 303.7397, 323.31960000000004]","[(Timestamp('2023-12-18 00:00:00'), 264.5799, 1), (Timestamp('2024-01-23 00:00:00'), 266.43, -1)]"
200,BLDR,2023-05-04,99.9,"[115.72, 123.63, 131.54]","[(Timestamp('2023-05-04 00:00:00'), 107.81, 1), (Timestamp('2023-05-10 00:00:00'), 115.72, -0.5), (Timestamp('2023-06-06 00:00:00'), 123.63, -0.25), (Timestamp('2023-06-22 00:00:00'), 127.51, -0.25)]"
201,CCJ,2023-11-01,39.0,"[44.019999999999996, 46.529999999999994, 49.03999999999999]","[(Timestamp('2023-11-01 00:00:00'), 41.51, 1), (Timestamp('2023-11-13 00:00:00'), 44.019999999999996, -0.5), (Timestamp('2023-12-01 00:00:00'), 46.529999999999994, -0.25), (Timestamp('2023-12-20 00:00:00'), 42.67, -0.25)]"
202,VFS,2023-11-22,5.54,"[7.14, 7.9399999999999995, 8.739999999999998]","[(Timestamp('2023-11-22 00:00:00'), 6.34, 1), (Timestamp('2023-11-29 00:00:00'), 7.14, -0.5), (Timestamp('2023-11-30 00:00:00'), 7.9399999999999995, -0.25), (Timestamp('2023-12-20 00:00:00'), 8.739999999999998, -0.25)]"
203,VRT,2023-12-01,41.01,"[48.830000000000005, 52.74000000000001, 56.65000000000001]","[(Timestamp('2023-12-01 00:00:00'), 44.92, 1), (Timestamp('2023-12-11 00:00:00'), 48.830000000000005, -0.5), (Timestamp('2024-01-19 00:00:00'), 52.74000000000001, -0.25), (Timestamp('2024-01-19 00:00:00'), 53.67, -0.25)]"
