,symbol,date,stop,targets,trades
64,PGR,2023-08-17,131.5,"[142.95999999999998, 148.68999999999997, 154.41999999999996]","[(Timestamp('2023-08-17 00:00:00'), 137.23, 1), (Timestamp('2023-08-22 00:00:00'), 131.5, -1)]"
65,ABNB,2023-09-08,139.8,"[148.71999999999997, 153.17999999999995, 157.63999999999993]","[(Timestamp('2023-09-08 00:00:00'), 144.26, 1), (Timestamp('2023-09-12 00:00:00'), 148.71999999999997, -0.5), (Timestamp('2023-09-19 00:00:00'), 139.8, -0.5)]"
66,ABNB,2023-02-16,129.85,"[147.6498, 156.5497, 165.4496]","[(Timestamp('2023-02-16 00:00:00'), 138.7499, 1), (Timestamp('2023-02-21 00:00:00'), 129.85, -1)]"
67,CI,2023-05-08,252.0,"[276.4, 288.59999999999997, 300.79999999999995]","[(Timestamp('2023-05-08 00:00:00'), 264.2, 1), (Timestamp('2023-05-22 00:00:00'), 252.0, -1)]"
68,BSX,2023-08-29,52.91,"[55.03, 56.09, 57.150000000000006]","[(Timestamp('2023-08-29 00:00:00'), 53.97, 1), (Timestamp('2023-09-05 00:00:00'), 52.91, -1)]"
69,BSX,2023-04-28,50.0,"[55.3998, 58.0997, 60.7996]","[(Timestamp('2023-04-28 00:00:00'), 52.6999, 1), (Timestamp('2023-06-16 00:00:00'), 54.32, -1)]"
70,FI,2023-10-25,112.41,"[121.17000000000002, 125.55000000000003, 129.93000000000004]","[(Timestamp('2023-10-25 00:00:00'), 116.79, 1), (Timestamp('2023-10-27 00:00:00'), 112.41, -1)]"
71,CDNS,2023-02-15,192.0,"[207.71300000000002, 215.56950000000003, 223.42600000000004]","[(Timestamp('2023-02-15 00:00:00'), 199.8565, 1), (Timestamp('2023-02-17 00:00:00'), 192.0, -1)]"
72,ANET,2023-11-01,187.68,"[215.21999999999997, 228.98999999999995, 242.75999999999993]","[(Timestamp('2023-11-01 00:00:00'), 201.45, 1), (Timestamp('2023-11-06 00:00:00'), 215.21999999999997, -0.5), (Timestamp('2023-12-12 00:00:00'), 228.98999999999995, -0.25), (Timestamp('2023-12-20 00:00:00'), 233.16, -0.25)]"
73,ANET,2023-05-26,150.6325,"[162.8875, 169.015, 175.14249999999998]","[(Timestamp('2023-05-26 00:00:00'), 156.76, 1), (Timestamp('2023-05-26 00:00:00'), 162.8875, -0.5), (Timestamp('2023-05-30 00:00:00'), 169.015, -0.25), (Timestamp('2023-06-21 00:00:00'), 150.6325, -0.25)]"
74,CP,2023-03-16,75.75,"[81.28999999999999, 84.05999999999999, 86.82999999999998]","[(Timestamp('2023-03-16 00:00:00'), 78.52, 1), (Timestamp('2023-03-23 00:00:00'), 75.75, -1)]"
75,STLA,2023-07-28,19.705,"[20.590200000000003, 21.032800000000005, 21.475400000000008]","[(Timestamp('2023-07-28 00:00:00'), 20.1476, 1), (Timestamp('2023-07-28 00:00:00'), 20.590200000000003, -0.5), (Timestamp('2023-08-02 00:00:00'), 19.705, -0.5)]"
76,STLA,2023-03-01,17.67,"[18.58, 19.034999999999997, 19.489999999999995]","[(Timestamp('2023-03-01 00:00:00'), 18.125, 1), (Timestamp('2023-03-03 00:00:00'), 18.58, -0.5), (Timestamp('2023-03-10 00:00:00'), 17.67, -0.5)]"
77,KKR,2023-11-30,71.59,"[78.71000000000001, 82.27000000000001, 85.83000000000001]","[(Timestamp('2023-11-30 00:00:00'), 75.15, 1), (Timestamp('2023-12-13 00:00:00'), 78.71000000000001, -0.5), (Timestamp('2023-12-14 00:00:00'), 82.27000000000001, -0.25), (Timestamp('2024-01-18 00:00:00'), 81.56, -0.25)]"
78,WDAY,2023-11-30,252.562,"[288.73799999999994, 306.8259999999999, 324.9139999999999]","[(Timestamp('2023-11-30 00:00:00'), 270.65, 1), (Timestamp('2024-01-18 00:00:00'), 285.68, -1)]"
79,GD,2023-10-13,228.5,"[251.79000000000002, 263.43500000000006, 275.08000000000004]","[(Timestamp('2023-10-13 00:00:00'), 240.145, 1), (Timestamp('2023-12-01 00:00:00'), 249.69, -1)]"
80,LULU,2023-10-17,401.835,"[436.185, 453.36, 470.535]","[(Timestamp('2023-10-17 00:00:00'), 419.01, 1), (Timestamp('2023-10-19 00:00:00'), 401.835, -1)]"
81,LULU,2023-09-05,385.11,"[428.39, 450.03, 471.66999999999996]","[(Timestamp('2023-09-05 00:00:00'), 406.75, 1), (Timestamp('2023-09-14 00:00:00'), 385.11, -1)]"
82,LULU,2023-04-04,359.6401,"[380.8599, 391.46979999999996, 402.07969999999995]","[(Timestamp('2023-04-04 00:00:00'), 370.25, 1), (Timestamp('2023-04-06 00:00:00'), 359.6401, -1)]"
83,PYPL,2023-11-03,52.55,"[58.3094, 61.189099999999996, 64.0688]","[(Timestamp('2023-11-03 00:00:00'), 55.4297, 1), (Timestamp('2023-11-15 00:00:00'), 58.3094, -0.5), (Timestamp('2023-12-13 00:00:00'), 61.189099999999996, -0.25), (Timestamp('2023-12-14 00:00:00'), 64.0688, -0.25)]"
84,FDX,2023-09-25,259.23,"[277.53, 286.67999999999995, 295.8299999999999]","[(Timestamp('2023-09-25 00:00:00'), 268.38, 1), (Timestamp('2023-10-04 00:00:00'), 259.23, -1)]"
85,CRWD,2023-11-30,218.83,"[252.42979999999997, 269.2297, 286.02959999999996]","[(Timestamp('2023-11-30 00:00:00'), 235.6299, 1), (Timestamp('2023-12-13 00:00:00'), 252.42979999999997, -0.5), (Timestamp('2024-01-09 00:00:00'), 269.2297, -0.25), (Timestamp('2024-01-11 00:00:00'), 286.02959999999996, -0.25)]"
86,CRWD,2023-09-01,153.58,"[175.23999999999998, 186.06999999999996, 196.89999999999995]","[(Timestamp('2023-09-01 00:00:00'), 164.41, 1), (Timestamp('2023-10-06 00:00:00'), 175.23999999999998, -0.5), (Timestamp('2023-10-11 00:00:00'), 186.06999999999996, -0.25), (Timestamp('2023-10-20 00:00:00'), 178.76, -0.25)]"
87,PSX,2023-11-30,121.3,"[126.44000000000001, 129.01000000000002, 131.58000000000004]","[(Timestamp('2023-11-30 00:00:00'), 123.87, 1), (Timestamp('2023-11-30 00:00:00'), 126.44000000000001, -0.5), (Timestamp('2023-12-01 00:00:00'), 129.01000000000002, -0.25), (Timestamp('2023-12-18 00:00:00'), 131.58000000000004, -0.25)]"
88,MMM,2023-08-29,102.59,"[108.71000000000001, 111.77000000000001, 114.83000000000001]","[(Timestamp('2023-08-29 00:00:00'), 105.65, 1), (Timestamp('2023-09-12 00:00:00'), 108.71000000000001, -0.5), (Timestamp('2023-09-13 00:00:00'), 102.59, -0.5)]"
89,MMM,2023-07-26,107.0092,"[114.69079999999998, 118.53159999999997, 122.37239999999996]","[(Timestamp('2023-07-26 00:00:00'), 110.85, 1), (Timestamp('2023-08-03 00:00:00'), 107.0092, -1)]"
90,TT,2023-11-02,200.0,"[229.56, 244.34, 259.12]","[(Timestamp('2023-11-02 00:00:00'), 214.78, 1), (Timestamp('2023-11-14 00:00:00'), 229.56, -0.5), (Timestamp('2023-12-21 00:00:00'), 243.4, -0.5)]"
91,DELL,2023-09-06,63.86,"[76.7, 83.12, 89.54]","[(Timestamp('2023-09-06 00:00:00'), 70.28, 1), (Timestamp('2023-10-25 00:00:00'), 66.34, -1)]"
92,PXD,2023-10-09,230.69,"[248.26659999999998, 257.0549, 265.84319999999997]","[(Timestamp('2023-10-09 00:00:00'), 239.4783, 1), (Timestamp('2023-10-13 00:00:00'), 248.26659999999998, -0.5), (Timestamp('2023-10-19 00:00:00'), 257.0549, -0.25), (Timestamp('2023-11-16 00:00:00'), 230.69, -0.25)]"
93,PXD,2023-04-12,218.56,"[232.95999999999998, 240.15999999999997, 247.35999999999996]","[(Timestamp('2023-04-12 00:00:00'), 225.76, 1), (Timestamp('2023-04-27 00:00:00'), 218.56, -1)]"
94,MRVL,2023-05-26,46.7,"[52.75999999999999, 55.789999999999985, 58.81999999999998]","[(Timestamp('2023-05-26 00:00:00'), 49.73, 1), (Timestamp('2023-05-26 00:00:00'), 52.75999999999999, -0.5), (Timestamp('2023-05-30 00:00:00'), 55.789999999999985, -0.25), (Timestamp('2023-05-31 00:00:00'), 58.81999999999998, -0.25)]"
95,ADSK,2023-08-25,208.135,"[225.365, 233.98000000000002, 242.59500000000003]","[(Timestamp('2023-08-25 00:00:00'), 216.75, 1), (Timestamp('2023-09-20 00:00:00'), 208.135, -1)]"
96,COF,2023-10-30,96.155,"[103.38499999999999, 106.99999999999999, 110.61499999999998]","[(Timestamp('2023-10-30 00:00:00'), 99.77, 1), (Timestamp('2023-11-02 00:00:00'), 103.38499999999999, -0.5), (Timestamp('2023-11-03 00:00:00'), 106.99999999999999, -0.25), (Timestamp('2023-11-29 00:00:00'), 110.61499999999998, -0.25)]"
97,COF,2023-05-17,90.87,"[98.03, 101.61, 105.19]","[(Timestamp('2023-05-17 00:00:00'), 94.45, 1), (Timestamp('2023-05-18 00:00:00'), 98.03, -0.5), (Timestamp('2023-05-23 00:00:00'), 101.61, -0.25), (Timestamp('2023-06-01 00:00:00'), 105.19, -0.25)]"
98,GM,2023-12-01,31.42,"[33.16, 34.029999999999994, 34.89999999999999]","[(Timestamp('2023-12-01 00:00:00'), 32.29, 1), (Timestamp('2023-12-04 00:00:00'), 33.16, -0.5), (Timestamp('2023-12-08 00:00:00'), 34.029999999999994, -0.25), (Timestamp('2023-12-14 00:00:00'), 34.89999999999999, -0.25)]"
99,GM,2023-02-01,38.33,"[41.1298, 42.529700000000005, 43.92960000000001]","[(Timestamp('2023-02-01 00:00:00'), 39.7299, 1), (Timestamp('2023-02-02 00:00:00'), 41.1298, -0.5), (Timestamp('2023-02-09 00:00:00'), 42.529700000000005, -0.25), (Timestamp('2023-03-02 00:00:00'), 38.33, -0.25)]"
100,NEM,2023-03-15,43.35,"[47.71, 49.89, 52.07]","[(Timestamp('2023-03-15 00:00:00'), 45.53, 1), (Timestamp('2023-03-17 00:00:00'), 47.71, -0.5), (Timestamp('2023-04-04 00:00:00'), 49.89, -0.25), (Timestamp('2023-04-05 00:00:00'), 52.07, -0.25)]"
